餐厅名称,餐厅ID,市场,城市,订单TC,人工干预TC,去除大单TC,人工干预TC占比,准点率,30分钟内送达TC,30分钟送达TC占比,投诉TC,投诉TC占比,平均离店时间,等待骑手时间,等待餐点时间,订单平均完成时间,趟次,并单率,延时时间,宅急送营业时间,延时占营业时间,停单时间,停单占营业时间,骑手实际工作时间,CPH,到店违规占比,妥投违规占比,离店违规占比,到店违规TC,妥投违规TC,离店违规TC,准时TC,计费TC,
GZH715珠江新城店PHHS,	2192,广州市场,广州市,615,97,603,15.77%,90.79%,521,87.27%,7,1.14%,15.0,4.4,10.6,25.5,429,1.43,39.4,5040,0.78%,0.3,0.01%,341.1,1.80,0.0821,0.0687,0.0101,49,41,6,542,615,
PSH587杭州下沙龙湖店PH,	1061,杭州市场,杭州市,298,35,295,11.74%,97.62%,163,55.44%,1,0.34%,20.9,12.1,8.8,31.6,221,1.35,257.7,5040,5.11%,27.3,0.54%,177.1,1.68,0.0000,0.0136,0.0000,0,4,0,287,298,
GZH733科苑PHHS,	2272,深圳市场,深圳市,488,31,471,6.35%,95.74%,213,45.32%,3,0.61%,18.4,7.1,11.4,31.8,315,1.55,80.7,5040,1.6%,0.0,0%,371.1,1.31,0.0660,0.0979,0.0745,31,46,35,450,488,
PSH242临安万华,	220,杭州市场,杭州市,244,30,242,12.3%,97.52%,142,58.68%,6,2.46%,18.6,8.5,10.1,28.5,194,1.26,68.8,5040,1.36%,73.5,1.46%,192.4,1.27,0.0041,0.0372,0.0083,1,9,2,236,248,
GZ1827公明店PH,	243,深圳市场,深圳市,307,82,305,26.71%,98.35%,154,50.83%,1,0.33%,20.6,10.7,10.0,29.6,235,1.31,162.3,5040,3.22%,5.2,0.1%,196.0,1.57,0.0099,0.0957,0.0099,3,29,3,298,307,
GZ2587坪山PH,	381,深圳市场,深圳市,294,16,293,5.44%,91.47%,97,33.11%,1,0.34%,21.2,10.8,10.3,34.1,200,1.47,237.6,4760,4.99%,19.9,0.42%,201.9,1.46,0.0000,0.0102,0.0000,0,3,0,268,291,
GZ2508朝阳店PH,	403,深圳市场,南宁市,73,0,72,0%,97.22%,29,40.28%,2,2.74%,17.6,8.2,9.4,31.1,65,1.12,47.3,5040,0.94%,14.0,0.28%,106.9,0.68,0.0139,0.0972,0.0000,1,7,0,70,74,
GZ2809山海名门PH,	667,广州市场,佛山市,326,16,323,4.91%,90.4%,114,35.29%,1,0.31%,22.2,9.9,12.3,33.1,232,1.41,157.9,5040,3.13%,8.1,0.16%,196.0,1.66,0.0031,0.0402,0.0093,1,13,3,292,326,
PSH389临海崇和门店PH,	942,杭州市场,台州市,256,11,256,4.3%,96.84%,198,78.26%,0,0%,16.4,6.3,10.1,24.3,195,1.31,17.2,4970,0.35%,0.0,0%,256.8,1.00,0.0000,0.0237,0.0000,0,6,0,245,256,
PBJ276密云店PH,	1244,北京市场,北京市,507,18,505,3.55%,97.43%,318,62.97%,1,0.2%,18.1,7.8,10.3,27.9,302,1.68,194.4,4830,4.02%,0.0,0%,268.0,1.89,0.0020,0.0099,0.0119,1,5,6,492,508,
GZH747绿景路PHHS,	2455,广州市场,佛山市,447,131,441,29.31%,88.36%,153,34.93%,3,0.67%,20.2,9.5,10.7,34.9,307,1.46,220.8,5040,4.38%,25.0,0.5%,296.5,1.51,0.0000,0.1279,0.0251,0,56,11,387,447,
PSH571杭州水晶城店PH,	1783,杭州市场,杭州市,127,33,127,25.98%,92.13%,66,51.97%,3,2.36%,20.1,11.8,8.2,31.8,99,1.28,129.3,4830,2.68%,17.6,0.36%,112.1,1.13,0.0079,0.0157,0.0236,1,2,3,117,127,
GZH816百花谷PH,	724,深圳市场,三亚市,429,17,424,3.96%,97.54%,245,60.2%,1,0.23%,20.9,8.1,12.8,27.8,276,1.55,54.4,5040,1.08%,74.1,1.47%,287.7,1.49,0.0098,0.1007,0.0049,4,41,2,397,427,
PBJ305湖景东路PH,	988,北京市场,北京市,173,4,164,2.31%,89.02%,61,37.2%,2,1.16%,15.4,7.6,7.9,33.5,132,1.31,131.4,5040,2.61%,5.2,0.1%,217.5,0.80,0.0000,0.0305,0.0000,0,5,0,146,172,
GZH812古城PH,	426,深圳市场,南宁市,301,3,301,1%,98.01%,152,50.5%,0,0%,20.0,7.0,13.0,30.4,205,1.47,73.2,4830,1.51%,7.1,0.15%,240.8,1.25,0.0000,0.0332,0.0100,0,10,3,295,301,
GZ2596金凤凰PH,	1816,深圳市场,三亚市,247,32,247,12.96%,96.73%,122,49.8%,3,1.21%,19.6,10.1,9.7,30.2,183,1.35,196.9,4830,4.08%,36.2,0.75%,185.3,1.33,0.0000,0.0939,0.0449,0,23,11,237,238,
PSH398象山涌金广场店PH,	1839,杭州市场,宁波市,316,64,316,20.25%,90.42%,150,47.92%,1,0.32%,21.3,10.0,11.3,31.6,218,1.45,116.1,4830,2.4%,19.4,0.4%,200.5,1.58,0.0160,0.0735,0.0160,5,23,5,283,316,
GZ1811港惠店PH,	1485,广州市场,惠州市,239,7,239,2.93%,89.08%,119,50%,5,2.09%,19.2,10.9,8.2,31.6,181,1.32,95.5,5040,1.9%,47.8,0.95%,160.9,1.49,0.0210,0.0336,0.0042,5,8,1,212,237,
GZH732蛇口PHHS,	2375,深圳市场,深圳市,613,12,606,1.96%,93.56%,337,55.61%,0,0%,16.7,9.1,7.6,29.1,349,1.76,547.3,5040,10.86%,0.0,0%,221.5,2.77,0.0396,0.0116,0.0050,24,7,3,567,615,
GZH815新洲PH,	1462,深圳市场,深圳市,570,60,565,10.53%,96.62%,236,41.99%,2,0.35%,19.2,9.5,9.6,32.8,380,1.50,244.7,5040,4.85%,0.0,0%,420.2,1.36,0.0214,0.0658,0.0231,12,37,13,543,570,
PBJ137公益西桥欢乐,	1713,北京市场,北京市,379,29,379,7.65%,98.68%,261,68.87%,0,0%,16.9,6.2,10.6,27.0,261,1.45,48.4,4830,1%,0.0,0%,225.3,1.68,0.0026,0.0079,0.0000,1,3,0,374,379,
PSH823诸暨万达,	1977,杭州市场,绍兴市,197,18,197,9.14%,98.48%,100,50.76%,0,0%,18.8,8.0,10.8,29.7,142,1.39,91.5,5040,1.82%,0.0,0%,212.0,0.93,0.0203,0.1066,0.0051,4,21,1,194,195,
PS1791HS汇和城,	2295,杭州市场,杭州市,920,2,916,0.22%,96.94%,580,63.32%,1,0.11%,17.3,3.6,13.7,26.4,501,1.84,3.1,5040,0.06%,0.0,0%,591.3,1.56,0.0098,0.0786,0.0284,9,72,26,888,921,
YLC001广州车陂餐厅,	1382,广州市场,广州市,163,120,163,73.62%,97.55%,101,61.96%,0,0%,15.9,10.0,6.3,28.3,134,1.22,0.0,5040,0%,0.0,0%,222.6,0.73,0.0123,0.2086,0.1104,2,34,18,159,159,
GZ2813新会万达PH,	804,广州市场,江门市,160,11,159,6.88%,96.2%,54,34.18%,2,1.25%,18.5,8.8,9.8,32.0,126,1.27,112.6,5040,2.23%,6.0,0.12%,167.6,0.95,0.0063,0.0127,0.0127,1,2,2,152,159,
PBJ766团结湖店PHHS,	2706,北京市场,北京市,1303,21,1272,1.61%,97.48%,910,71.71%,3,0.23%,10.4,2.4,8.0,25.4,754,1.73,5.0,5040,0.1%,0.0,0%,703.8,1.85,0.0032,0.0110,0.0047,4,14,6,1237,1305,
PBJ740北苑,	2225,北京市场,北京市,1000,7,990,0.7%,90.49%,539,54.55%,8,0.8%,16.3,7.8,8.5,29.8,524,1.91,353.2,5040,7.01%,0.0,0%,389.2,2.57,0.0010,0.0172,0.0051,1,17,5,894,1000,
PB1001太阳宫,	655,北京市场,北京市,300,45,290,15%,95.52%,138,47.59%,6,2%,21.1,11.6,9.5,31.6,198,1.52,315.2,4620,6.82%,0.0,0%,154.6,1.94,0.0000,0.0172,0.0138,0,5,4,277,300,
PBJ117广顺南大街店PH,	1473,北京市场,北京市,975,253,936,25.95%,83.53%,330,35.29%,14,1.44%,21.3,9.4,11.9,35.4,534,1.83,237.4,5040,4.71%,0.0,0%,516.6,1.89,0.0203,0.0481,0.0128,19,45,12,781,976,
PSH281绍兴柯桥万达,	1576,杭州市场,绍兴市,459,52,454,11.33%,99.07%,204,47.55%,1,0.22%,17.3,6.9,10.4,29.7,305,1.50,28.2,5040,0.56%,12.4,0.25%,311.5,1.47,0.0000,0.0839,0.0023,0,36,1,425,434,
SBR004大鹏餐厅,	2661,深圳市场,深圳市,195,26,192,13.33%,92.19%,113,58.85%,1,0.51%,21.1,11.0,10.0,30.5,138,1.41,397.4,5033,7.9%,93.9,1.87%,118.8,1.64,0.0000,0.0260,0.0156,0,5,3,177,197,
GZ2588金田PH,	1954,深圳市场,深圳市,241,13,238,5.39%,97.48%,118,49.58%,3,1.24%,20.5,8.2,12.3,30.8,166,1.45,79.7,4830,1.65%,0.0,0%,181.3,1.33,0.0084,0.0630,0.0210,2,15,5,232,241,
GZ1559汕尾名门PH,	609,广州市场,汕尾市,248,20,247,8.06%,94.72%,144,58.54%,1,0.4%,17.4,9.4,8.1,28.7,180,1.38,143.3,5040,2.84%,0.9,0.02%,196.7,1.26,0.0163,0.0854,0.0203,4,21,5,233,241,
PBJ249望京华彩店PH,	1691,北京市场,北京市,383,29,371,7.57%,97.84%,265,71.43%,2,0.52%,16.5,5.3,11.2,26.3,251,1.53,82.7,5040,1.64%,0.0,0%,212.0,1.81,0.0000,0.0162,0.0027,0,6,1,363,386,
PBJ312乔庄PH,	1725,北京市场,北京市,710,26,706,3.66%,96.16%,404,57.39%,7,0.99%,14.5,4.7,9.8,28.9,409,1.74,28.1,5040,0.56%,0.0,0%,457.4,1.55,0.0000,0.0142,0.0014,0,10,1,677,710,
GZ2815天河万科广场PH,	598,广州市场,广州市,310,13,307,4.19%,90.23%,172,56.03%,8,2.58%,20.0,4.9,15.1,30.3,224,1.38,118.3,5040,2.35%,0.6,0.01%,262.9,1.18,0.0358,0.0261,0.0033,11,8,1,277,310,
PSH554鳌江万达店PH,	873,杭州市场,温州市,415,44,415,10.6%,93.95%,185,44.79%,2,0.48%,19.2,8.0,11.2,30.7,265,1.57,178.3,5040,3.54%,0.0,0%,289.3,1.43,0.0000,0.0654,0.0194,0,27,8,388,412,
PS1783金华八一南街店PHHS,	2328,杭州市场,金华市,448,158,446,35.27%,82.02%,234,52.58%,4,0.89%,13.2,9.8,3.3,31.9,376,1.19,151.4,5040,3%,8.0,0.16%,286.7,1.56,0.0090,0.1034,0.0135,4,46,6,365,448,
PBJ192宋家庄PH,	838,北京市场,北京市,226,3,224,1.33%,96.88%,148,66.07%,4,1.77%,18.0,7.9,10.1,28.7,182,1.24,38.0,5040,0.75%,0.0,0%,192.5,1.17,0.0045,0.0357,0.0179,1,8,4,217,227,
PBJ283古城邮局店PH,	2007,北京市场,北京市,481,10,476,2.08%,89.5%,258,54.2%,9,1.87%,17.9,4.6,13.3,30.3,300,1.60,24.7,5040,0.49%,0.0,0%,311.8,1.54,0.0042,0.0252,0.0231,2,12,11,426,482,
PSH493杭州天成国际店PH,	1633,杭州市场,杭州市,603,8,602,1.33%,98.17%,430,71.43%,1,0.17%,17.9,5.5,12.5,25.6,368,1.64,39.2,4830,0.81%,29.6,0.61%,295.4,2.04,0.0000,0.0133,0.0000,0,8,0,591,603,
GZ1519从城大道PH,	392,广州市场,广州市,228,7,228,3.07%,99.56%,162,71.37%,3,1.32%,10.6,3.6,6.9,25.8,186,1.23,10.2,4830,0.21%,0.0,0%,221.9,1.03,0.0044,0.0264,0.0132,1,6,3,226,228,
PSH490金华武义壶山店PH,	1840,杭州市场,金华市,172,30,171,17.44%,98.25%,118,69.01%,0,0%,19.1,8.2,11.0,27.4,143,1.20,33.0,4935,0.67%,0.0,0%,155.2,1.11,0.0000,0.0058,0.0000,0,1,0,168,172,
PBJ302北苑路PH,	1622,北京市场,北京市,235,3,233,1.28%,89.27%,81,34.76%,4,1.7%,19.5,8.7,10.8,33.9,168,1.40,76.0,5040,1.51%,0.0,0%,184.5,1.27,0.0000,0.0472,0.0000,0,11,0,208,235,
GZH529万象城PH,	415,深圳市场,深圳市,265,0,261,0%,99.23%,119,45.59%,1,0.38%,15.8,3.0,12.8,30.4,179,1.48,0.0,5040,0%,0.0,0%,276.3,0.96,0.0000,0.0038,0.0000,0,1,0,259,265,
GZH814中山八PH,	1530,广州市场,广州市,221,44,219,19.91%,88.53%,99,45.41%,4,1.81%,21.9,15.2,6.7,33.6,156,1.42,141.2,5040,2.8%,44.8,0.89%,229.7,0.96,0.0046,0.0046,0.0138,1,1,3,193,225,
PSH524临海银泰店PH,	1794,杭州市场,台州市,226,7,225,3.1%,97.33%,132,58.67%,1,0.44%,19.0,8.8,10.2,28.4,161,1.40,69.8,5040,1.39%,0.0,0%,259.5,0.87,0.0000,0.0222,0.0089,0,5,2,219,226,
GZH591仁恒,	736,深圳市场,珠海市,227,20,221,8.81%,95.48%,82,37.1%,1,0.44%,22.4,10.1,12.3,33.8,159,1.43,222.1,5040,4.41%,49.1,0.97%,159.8,1.42,0.0543,0.1357,0.1267,12,30,28,211,227,
GZH745红荔西店PHHS,	2467,深圳市场,深圳市,833,118,815,14.17%,98.4%,432,53.27%,1,0.12%,18.0,7.9,10.1,28.9,529,1.57,30.5,5040,0.61%,45.1,0.9%,457.1,1.82,0.1356,0.2429,0.0234,110,197,19,798,833,
PBJ076航天桥,	713,北京市场,北京市,368,63,363,17.12%,99.16%,323,90.48%,3,0.82%,14.6,3.8,11.1,19.6,260,1.42,0.0,5040,0%,5.1,0.1%,222.5,1.65,0.0420,0.2381,0.0224,15,85,8,354,370,
GZ2520厚街康乐北PH,	1199,广州市场,东莞市,302,14,302,4.64%,96.35%,204,67.77%,2,0.66%,17.3,6.0,11.4,27.5,229,1.32,55.5,5040,1.1%,0.0,0%,229.3,1.32,0.0000,0.0266,0.0033,0,8,1,290,302,
PBJ256远大路店PH,	1692,北京市场,北京市,489,14,476,2.86%,98.1%,311,65.75%,2,0.41%,17.3,6.0,11.3,26.3,301,1.62,32.0,4620,0.69%,0.0,0%,253.6,1.93,0.0000,0.0761,0.0021,0,36,1,464,490,
GZ1803琼海东风店,	2066,深圳市场,海南省直辖县,341,61,341,17.89%,94.41%,129,37.94%,3,0.88%,22.0,10.7,11.3,33.2,227,1.50,297.6,5033,5.91%,2.0,0.04%,214.3,1.59,0.0000,0.0529,0.0000,0,18,0,321,342,
GZH817迎宾PH,	599,深圳市场,珠海市,319,1,316,0.31%,99.05%,154,48.73%,1,0.31%,21.6,8.4,13.2,30.6,220,1.45,131.9,5040,2.62%,9.1,0.18%,197.5,1.62,0.0000,0.0285,0.0000,0,9,0,313,320,
PSH892仙居吾悦,	874,杭州市场,台州市,229,8,228,3.49%,89.47%,121,53.07%,0,0%,19.3,8.5,10.8,30.9,177,1.29,83.6,4830,1.73%,0.0,0%,205.4,1.12,0.0000,0.0000,0.0132,0,0,3,204,230,
GZH531南海桂城PH,	1955,广州市场,佛山市,238,8,234,3.36%,88.36%,111,47.84%,2,0.84%,18.2,7.0,11.2,33.3,182,1.31,186.9,5040,3.71%,23.0,0.46%,177.3,1.34,0.0086,0.0647,0.0388,2,15,9,205,241,
PBJ717育知东路,	2306,北京市场,北京市,818,1,816,0.12%,99.26%,633,77.57%,1,0.12%,13.5,1.9,11.5,23.4,469,1.74,10.9,5040,0.22%,0.0,0%,441.2,1.85,0.0453,0.0110,0.0282,37,9,23,810,818,
PSH251宁海世纪联华,	1898,杭州市场,宁波市,300,53,299,17.67%,98.33%,209,69.9%,1,0.33%,17.9,8.2,9.7,27.2,219,1.37,47.8,4830,0.99%,8.0,0.16%,225.7,1.33,0.0000,0.0268,0.0000,0,8,0,294,299,
GZH534华南摩尔PH,	1932,广州市场,东莞市,200,2,197,1%,98.98%,129,65.48%,0,0%,15.1,1.2,13.8,27.1,157,1.27,2.0,5040,0.04%,0.0,0%,234.3,0.85,0.0051,0.0152,0.0203,1,3,4,195,200,
PBJ774金融街店PHHS,	2179,北京市场,北京市,1283,15,1260,1.17%,93.7%,747,59.57%,7,0.55%,15.0,3.0,12.0,28.0,690,1.86,43.4,5040,0.86%,0.0,0%,670.3,1.91,0.0152,0.0167,0.0088,19,21,11,1175,1284,
GZH746龙珠店PHHS,	2454,广州市场,广州市,442,61,438,13.8%,86.27%,185,42.33%,0,0%,16.3,7.4,8.9,32.5,309,1.43,94.8,5040,1.88%,0.0,0%,331.0,1.34,0.0252,0.0343,0.0503,11,15,22,377,441,
GZ2503青秀万达PH,	402,深圳市场,南宁市,200,3,199,1.5%,96.98%,101,50.75%,0,0%,18.0,7.8,10.2,30.8,161,1.24,80.2,4830,1.66%,0.0,0%,173.0,1.16,0.0050,0.0352,0.0101,1,7,2,193,200,
GZ1522横岗PH,	393,深圳市场,深圳市,247,37,246,14.98%,99.59%,162,65.85%,0,0%,18.1,9.8,8.3,27.6,182,1.36,128.8,4830,2.67%,0.0,0%,160.7,1.54,0.0000,0.0244,0.0041,0,6,1,245,247,
PBJ746姚家园,	2236,北京市场,北京市,1142,71,1126,6.22%,94.75%,581,51.69%,6,0.53%,12.6,3.5,9.1,30.5,738,1.55,0.0,5040,0%,0.0,0%,925.0,1.23,0.0098,0.0258,0.0098,11,29,11,1065,1142,
GZ1598彩德城店PH,	1587,深圳市场,深圳市,201,20,196,9.95%,92.31%,93,47.69%,2,1%,22.0,10.2,11.7,32.1,155,1.30,129.7,4830,2.69%,0.0,0%,198.0,1.01,0.0923,0.1128,0.0154,18,22,3,180,202,
PBJ247安河桥北华联店,	1621,北京市场,北京市,322,30,317,9.32%,95.89%,145,45.89%,3,0.93%,21.3,14.9,6.4,33.0,218,1.48,583.4,5040,11.57%,18.0,0.36%,168.6,1.91,0.0316,0.1709,0.0348,10,54,11,303,322,
ZJS002康华,	2685,广州市场,中山市,177,47,175,26.55%,97.14%,47,26.86%,3,1.69%,15.7,11.9,3.8,34.8,142,1.25,348.9,6083,5.74%,34.3,0.56%,149.3,1.19,0.0229,0.1771,0.0400,4,31,7,170,177,
PBJ287北苑未来客店PH,	2018,北京市场,北京市,426,11,425,2.58%,92.47%,169,39.76%,2,0.47%,14.6,8.8,5.8,32.4,301,1.42,73.9,5040,1.47%,0.0,0%,309.5,1.38,0.0071,0.1318,0.0141,3,56,6,393,427,
JSH001名扬店PH餐厅,	1531,广州市场,中山市,180,31,180,17.22%,97.22%,119,66.11%,0,0%,16.4,6.7,9.8,27.6,140,1.29,160.4,4830,3.32%,29.0,0.6%,138.1,1.30,0.0000,0.0944,0.0444,0,17,8,175,175,
GZ2515大岭山大道PH,	563,广州市场,东莞市,173,8,173,4.62%,97.09%,104,60.47%,0,0%,18.3,7.7,10.5,28.4,139,1.24,154.6,4620,3.35%,12.0,0.26%,155.8,1.11,0.0058,0.0058,0.0000,1,1,0,167,174,
GZ1524百信广场PH,	678,广州市场,广州市,415,30,412,7.23%,95.39%,129,31.31%,5,1.2%,19.7,10.3,9.4,33.4,289,1.44,171.9,4830,3.56%,30.0,0.62%,231.0,1.80,0.0170,0.1068,0.0000,7,44,0,393,416,
PBJ705青年路,	2202,北京市场,北京市,1341,70,1328,5.22%,94.65%,693,52.22%,9,0.67%,14.0,3.7,10.3,29.4,748,1.79,113.4,5040,2.25%,0.0,0%,717.9,1.87,0.0030,0.0068,0.0023,4,9,3,1256,1341,
PSH393岱山日达广场店PH,	976,杭州市场,舟山市,218,2,218,0.92%,94.04%,161,73.85%,0,0%,16.9,5.6,11.3,26.1,158,1.38,12.0,5040,0.24%,83.0,1.65%,229.2,0.95,0.0000,0.0275,0.0000,0,6,0,205,219,
PSH752宁波晶华名园,	2250,杭州市场,宁波市,772,45,767,5.83%,95.96%,408,53.19%,2,0.26%,16.8,6.4,10.4,29.8,439,1.76,190.4,5040,3.78%,0.0,0%,401.2,1.92,0.0078,0.0130,0.0156,6,10,12,736,772,
GZ1845花园新街店PH,	1496,广州市场,东莞市,162,3,158,1.85%,98.1%,111,70.25%,0,0%,19.4,7.2,12.1,27.0,128,1.27,58.6,4830,1.21%,0.0,0%,169.1,0.96,0.0063,0.0380,0.0000,1,6,0,155,162,
PBJ718大成路,	2145,北京市场,北京市,1253,8,1250,0.64%,97.2%,843,67.55%,2,0.16%,14.3,2.2,12.1,25.4,659,1.90,49.0,5040,0.97%,0.0,0%,876.4,1.43,0.0096,0.0072,0.0144,12,9,18,1213,1255,
GZH829鹤山大道PH,	1335,广州市场,江门市,98,4,98,4.08%,98.94%,67,71.28%,0,0%,13.5,3.9,9.6,25.7,94,1.04,13.4,4830,0.28%,3.9,0.08%,224.3,0.44,0.0000,0.0638,0.0000,0,6,0,93,98,
PBJ300马驹桥店PH,	896,北京市场,北京市,961,61,952,6.35%,98.73%,594,62.72%,3,0.31%,15.5,3.7,11.9,27.0,537,1.79,2.9,5040,0.06%,0.0,0%,502.9,1.91,0.0000,0.0127,0.0042,0,12,4,935,963,
PSH468椒江万达店PH,	758,杭州市场,台州市,298,23,296,7.72%,97.3%,139,46.96%,1,0.34%,20.1,11.5,8.6,30.4,197,1.51,4.2,4830,0.09%,0.0,0%,405.7,0.73,0.0000,0.0608,0.0034,0,18,1,288,298,
PBJ207五棵松桥,	783,北京市场,北京市,307,59,303,19.22%,99.34%,188,62.05%,2,0.65%,17.7,6.3,11.3,28.1,207,1.48,190.6,4830,3.95%,8.0,0.17%,178.9,1.72,0.0462,0.1188,0.0165,14,36,5,301,307,
GZ2581石岩星城PH,	254,深圳市场,深圳市,344,53,341,15.41%,96.47%,146,42.94%,2,0.58%,22.0,9.8,12.2,31.2,259,1.33,105.4,4830,2.18%,1.0,0.02%,253.3,1.36,0.0000,0.0176,0.0059,0,6,2,328,344,
PSH205宁波江北万达,	920,杭州市场,宁波市,472,39,471,8.26%,93.19%,254,54.04%,7,1.48%,20.8,8.9,11.9,30.8,315,1.50,160.7,5040,3.19%,2.0,0.04%,272.8,1.73,0.0106,0.0234,0.0128,5,11,6,438,473,
PS1767湖州滨河店PHHS,	2456,杭州市场,湖州市,766,179,762,23.37%,91.6%,370,48.56%,15,1.96%,18.6,8.4,10.2,32.9,453,1.69,337.2,5040,6.69%,46.4,0.92%,350.6,2.18,0.0026,0.0656,0.0328,2,50,25,698,767,
GZH813增城广场PH,	427,广州市场,广州市,307,18,306,5.86%,95.71%,152,50.17%,1,0.33%,21.8,9.5,12.3,30.8,219,1.40,194.6,4935,3.94%,21.2,0.43%,246.4,1.25,0.0099,0.0330,0.0231,3,10,7,290,307,
GZH743金沙店PHHS,	2193,广州市场,广州市,417,38,413,9.11%,96.09%,299,73.11%,1,0.24%,16.2,6.5,9.7,26.4,297,1.40,223.5,5040,4.43%,0.0,0%,273.1,1.53,0.0660,0.0733,0.0513,27,30,21,393,417,
GZ1832珠海华发店PH,	1542,深圳市场,珠海市,432,19,429,4.4%,95.79%,208,48.6%,2,0.46%,20.6,7.4,13.2,30.5,276,1.57,71.8,5040,1.42%,0.0,0%,281.1,1.54,0.3341,0.0561,0.0140,143,24,6,410,434,
PSH494东阳银泰城店PH,	1782,杭州市场,金华市,240,8,240,3.33%,89.12%,84,35.15%,0,0%,20.5,7.6,12.9,33.3,176,1.36,47.2,5040,0.94%,0.0,0%,259.2,0.93,0.0000,0.0837,0.0042,0,20,1,213,240,
GZ2810科兴PH,	2099,深圳市场,深圳市,349,36,334,10.32%,85.63%,124,37.13%,5,1.43%,22.6,13.1,9.9,34.6,235,1.49,437.4,5040,8.68%,6.7,0.13%,192.7,1.81,0.0000,0.0509,0.0180,0,17,6,286,349,
GZH703华侨城HS,	2374,深圳市场,深圳市,590,88,581,14.92%,86.01%,227,39.21%,12,2.03%,20.9,10.4,10.5,33.6,377,1.57,166.3,5040,3.3%,50.0,0.99%,275.0,2.15,0.0259,0.0449,0.0155,15,26,9,498,591,
PSH133杭州文一,	885,杭州市场,杭州市,354,113,347,31.92%,89.8%,123,35.86%,2,0.56%,25.4,14.7,10.6,34.4,238,1.49,152.3,5040,3.02%,7.3,0.14%,217.1,1.63,0.0058,0.0379,0.0000,2,13,0,308,355,
GZ2512富华里PH,	1437,深圳市场,珠海市,354,13,353,3.67%,97.71%,239,68.29%,1,0.28%,19.5,8.8,10.7,26.9,249,1.42,224.2,5040,4.45%,0.0,0%,250.4,1.41,0.0371,0.0400,0.0257,13,14,9,342,354,
PBJ040广渠路,	1712,北京市场,北京市,1077,258,1066,23.96%,86.36%,355,33.4%,18,1.67%,19.8,10.4,9.4,34.5,629,1.71,81.0,5040,1.61%,131.0,2.6%,578.2,1.86,0.0038,0.0075,0.0132,4,8,14,918,1081,
GZ2555天益城PH,	1440,广州市场,惠州市,154,8,154,5.19%,99.35%,97,62.99%,0,0%,17.0,7.7,9.3,27.0,131,1.18,138.2,5040,2.74%,0.0,0%,133.1,1.16,0.0130,0.0260,0.0065,2,4,1,153,154,
PSH118温州人民,	931,杭州市场,温州市,800,7,796,0.88%,89.31%,424,53.33%,6,0.75%,18.8,8.1,10.7,30.5,442,1.81,94.7,4830,1.96%,0.0,0%,374.1,2.14,0.0000,0.0302,0.0050,0,24,4,710,800,
PSH879玉环吾悦,	1907,杭州市场,台州市,122,37,121,30.33%,97.52%,55,45.45%,0,0%,17.8,9.4,8.4,29.8,95,1.28,2.0,4830,0.04%,0.0,0%,203.3,0.60,0.0000,0.0496,0.0000,0,6,0,118,122,
PBJ314良乡华冠PH,	300,北京市场,北京市,185,16,185,8.65%,91.89%,99,53.51%,2,1.08%,20.5,10.6,9.8,31.0,143,1.29,72.2,4830,1.49%,8.1,0.17%,238.5,0.78,0.0216,0.0919,0.0595,4,17,11,170,185,
GZH764万博-PHHS,	2201,广州市场,广州市,544,95,539,17.46%,92.72%,249,46.46%,3,0.55%,16.3,6.7,9.5,32.0,395,1.38,45.9,5040,0.91%,204.7,4.06%,452.6,1.20,0.0093,0.0485,0.0168,5,26,9,497,544,
GZ2501星河盛世店PH,	379,深圳市场,深圳市,175,27,173,15.43%,94.8%,60,34.68%,4,2.29%,23.8,14.1,9.7,34.1,130,1.35,123.4,4830,2.56%,0.0,0%,155.7,1.12,0.0173,0.0289,0.0058,3,5,1,164,175,
GZ1587同德城店PH,	1495,广州市场,湛江市,134,1,134,0.75%,93.98%,65,48.87%,2,1.49%,14.1,4.9,9.2,29.8,103,1.30,46.1,5040,0.92%,0.0,0%,153.9,0.87,0.0000,0.0150,0.0226,0,2,3,125,133,
PSH819桐乡吾悦,	1770,杭州市场,嘉兴市,164,58,164,35.37%,95.71%,85,52.15%,2,1.22%,17.8,8.1,9.6,30.9,108,1.52,261.5,4830,5.41%,28.7,0.59%,82.5,1.99,0.0000,0.0798,0.0000,0,13,0,156,163,
PBJ147西三旗欢乐,	998,北京市场,北京市,464,8,460,1.72%,93.45%,225,49.13%,3,0.65%,18.3,8.7,9.6,31.4,304,1.53,86.5,5040,1.72%,0.0,0%,357.6,1.30,0.0000,0.0131,0.0066,0,6,3,428,464,
GZH757五山PHHS,	2224,广州市场,广州市,851,62,842,7.29%,96.18%,471,56.21%,4,0.47%,14.3,5.3,9.0,28.9,512,1.66,31.0,5040,0.62%,0.0,0%,491.2,1.73,0.0012,0.0107,0.0024,1,9,2,806,851,
PSH231桐庐利时,	218,杭州市场,杭州市,394,5,394,1.27%,90.61%,159,40.36%,3,0.76%,23.8,9.7,14.1,33.2,249,1.58,190.3,4830,3.94%,0.0,0%,265.8,1.48,0.0000,0.0990,0.0102,0,39,4,357,396,
GZ2573新沙PH,	253,深圳市场,深圳市,269,26,265,9.67%,98.11%,95,35.85%,1,0.37%,21.9,9.5,12.4,32.5,202,1.33,273.1,5040,5.42%,0.0,0%,181.3,1.48,0.0000,0.0340,0.0566,0,9,15,260,269,
